priref,lref,sitter_id,sitter_zekerheid,sitter_beschrijving,sitter_status,date_datering,zoekmarge_begindatum,zoekmarge_einddatum,title_english,title_dutch,objectcat,genre,materiaal,drager,trefwoorden_en,identificatie_grond,artist_name,artist_id,soort,is_color,width,height,megapixels,path,face_crop_count,sitter_portrait_count
263050,10656442,117908,,,huidig,in of na 1560,1560,1574,Portrait of Philips II van Habsburg (1527-1598),Portret van Philips II van Habsburg (1527-1598),painting,undetermined,oil paint,canvas,man's portrait|king|full-length portrait|head to the right|body facing right|standing (position)|facing front|ruff|Order of the Golden Fleece|armor|baton (symbol or weapon)|rapier,,"Sánchez Coello, Alonso",69522,digital image,True,238,501,0.119,D:\thesis\images\10656442.jpg,1,20
263062,10656453,115102,,,huidig,ca. 1870-1879,1870,1879,Portrait of Abraham Willet (1825-1888),Portret van Abraham Willet (1825-1888),drawing (visual work),undetermined,black chalk|white chalk,paper,man's portrait|art collector|bust-length portrait|head to the right|body facing left|looking away|moustache|goatee|bow tie|jacket with waistcoat|in an oval,,Anoniem,1984,digital image,True,381,501,0.191,D:\thesis\images\10656453.jpg,1,3
263105,10348655,134911,,,huidig,ca. 1812-1834,1812,1834,Portrait of Willem Frederik graaf van Reede (1770-1838),Portret van Willem Frederik graaf van Reede (1770-1838),painting,undetermined,oil paint,canvas,man's portrait|military personnel|bust-length portrait|head to the left|body frontal|looking away|short hair (men's hairstyle)|uniform|knightly insignia,,"Van der Hulst, Jean-Baptiste",79228,digital image,True,3423,4079,13.962,D:\thesis\images\10348655.jpg,1,2
263118,10292203,121200,,,huidig,1870-1885,1870,1885,Portrait of Oncko Quirijn van Swinderen (1840-1925),Portret van Oncko Quirijn van Swinderen (1840-1925),cabinet photograph,undetermined,albumen process,paper on cardboard,man's portrait|knee-length portrait|head to the right|body facing right|sitting|looking away|legs crossed,achterschrift,"Kolkow, Friedrich Julius von",202428,digital color photograph,True,2671,4110,10.978,D:\thesis\images\10292203.jpg,1,3
263138,10348659,206323,,,huidig,1903,1903,1903,Portrait of Henri Matthieu Taunay (1899-?),Portret van Henri Matthieu Taunay (1899-?),drawing (visual work),undetermined,pastel,paper,boy's portrait|bust-length portrait|head frontal|body facing right|looking away|short hair (men's hairstyle)|coat,,"Limburg Stirum, Caro van",88947,digital image,True,3391,4183,14.185,D:\thesis\images\10348659.jpg,1,2
263151,10348661,206324,,,huidig,1918 gedateerd,1918,1918,Portrait of Hugo baron Huyssen van Kattendijke (1915-1991),Portret van Hugo baron Huyssen van Kattendijke (1915-1991),drawing (visual work),figure,chalk (writing equipment),paper,boy's portrait|head (representation)|head frontal|facing front|short hair (men's hairstyle)|dark hair,,Anoniem,1984,digital image,True,418,500,0.209,D:\thesis\images\10348661.jpg,1,4
263166,10348662,109860,,,huidig,,1680,1799,Portrait of King Charles II of England (1630-1685),Portret van koning Charles II van Engeland (1630-1685),painting,undetermined,oil paint,canvas,man's portrait|princely portrait|knee-length portrait|head to the left|body facing left|sitting|facing front|long wig|moustache|vest / shirt|jerkin (jacket)|jabot|mantle (outerwear)|sash (costume accessory)|Order of the Garter|chair|table|table carpet|crown (headdress)|pulled-aside curtain/drapery|column (architectural element)|background view of landscape,original by Peter Lely,"Lely, Peter",49235,digital image,True,3449,4308,14.858,D:\thesis\images\10348662.jpg,1,8
263377,10656796,109212,,,huidig,1818,1818,1818,Portrait of Jacob Hendrik Schorer (1760-1822),Portret van Jacob Hendrik Schorer (1760-1822),painting,undetermined,oil paint,canvas,man's portrait|bust-length portrait|head to the left|body facing left|looking away|hand in vest|empire hairstyle|standing collar|scarf|jabot|Order of the Netherlands Lion|in a trompe-l'oeil-frame (oval),,"Bourjé, Johan Pieter",11538,digital image,True,436,500,0.218,D:\thesis\images\10656796.jpg,1,6
263397,10790293,112222,,,huidig,na 1507,1507,1524,Portrait of Maximilian I of Habsburg (1459-1519),Portret van Maximiliaan I van Habsburg (1459-1519),painting,undetermined,oil paint,panel (wood),man's portrait|monarch|three-quarter length figure|head to the right|body facing right|sitting|looking away|crown (headdress)|scepter|sword|armor|mantle (outerwear)|Order of the Golden Fleece,,"Strigel, Bernhard",75734,digital image,True,317,500,0.159,D:\thesis\images\10790293.jpg,1,17
263401,10656824,110814,,,huidig,ca. 1500,1499,1500,Portrait of Philip 'the Good' of Burgundy (1396-1467),Portret van Philips 'de Goede' van Bourgondië (1396-1467),painting,undetermined,oil paint,panel (wood),man's portrait|duke|bust-length portrait|head to the right|body facing right|looking away|chaperon|fur collar|Order of the Golden Fleece|rolled-up paper|finger ring,,"Weyden, Rogier van der",83963,digital image,True,317,500,0.159,D:\thesis\images\10656824.jpg,1,10
263402,10656827,206328,,,huidig,16de eeuw,1500,1599,Portrait of Philip 'the Bold' Duke of Burgundy (1342-1404),Portrtet van Philips 'de Stoute' hertog van Bourgondie (1342-1404),painting,undetermined,oil paint,panel (wood),man's portrait|old man|duke|bust-length portrait|head to the left side (profile)|body facing left|hat|fur collar|jewelry,opschrift,Anoniem,1984,digital image,True,393,501,0.197,D:\thesis\images\10656827.jpg,1,2
263403,10656828,206328,,,huidig,16de eeuw,1500,1599,Portrait of Philip 'the Bold' Duke of Burgundy (1342-1404),Portrtet van Philips 'de Stoute' hertog van Bourgondie (1342-1404),painting,undetermined,oil paint,panel (wood),man's portrait|young man|duke|bust-length portrait|head to the left side (profile)|body facing left|chaperon|jewelry,opschrift,Anoniem,1984,digital image,True,349,500,0.174,D:\thesis\images\10656828.jpg,1,2
263455,10656876,112027,,,huidig,1550-1600,1550,1600,"Portrait of Anna van Egmond, gravin van Buren (1533-1558)","Portret van Anna van Egmond, gravin van Buren (1533-1558)",painting,undetermined,oil paint,panel (wood),woman's portrait|bust-length portrait|head to the left|body facing left|cap with hanging tails|jeweled cap|small ruff|brooch|young woman,identiek portret met opschrift,"Mor, Antonis",57803,digital image,True,323,500,0.162,D:\thesis\images\10656876.jpg,1,6
263456,10656877,112027,,,huidig,1550-1600,1550,1600,"Portrait of Anna van Egmond, gravin van Buren (1533-1558)","Portret van Anna van Egmond, gravin van Buren (1533-1558)",painting,undetermined,oil paint,panel (wood),woman's portrait|young woman|bust-length portrait|head to the left|body facing left|cap with hanging tails|jeweled cap|small ruff|brooch,opschrift,"Mor, Antonis",57803,digital image,True,383,500,0.192,D:\thesis\images\10656877.jpg,1,6
263524,10349122,118683,,,huidig,1665,1665,1665,Portrait of Arent van Wassenaer (1610-1681),Portret van Arent van Wassenaer (1610-1681),painting,undetermined,oil paint,canvas,man's portrait|bust-length portrait|head to the right|body facing right|facing front|light hair|long hair (men's hairstyle)|moustache|soul patch|armor|rabat collar|lace (needlework),vererving,"Nason, Pieter",58892,digital image,True,1636,1772,2.899,D:\thesis\images\10349122.jpg,1,2
263584,10348663,206324,,,huidig,vóór 1917-10,1917,1917-10,Portrait of Hugo ridder Huyssen van Kattendijke (1915-1991),Portret van Hugo ridder Huyssen van Kattendijke (1915-1991),painting,undetermined,oil paint,canvas,boy's portrait|bust-length portrait|head to the left|body facing left|facing front|short hair (men's hairstyle)|jerkin (jacket),,"Discart, Jean",23292,digital image,True,3612,4165,15.044,D:\thesis\images\10348663.jpg,1,4
263594,10348671,206324,,,huidig,1938-06-04 gedateerd,1938-06-04,1938-06-04,Portrait of Hugo baron Huyssen van Kattendijke (1915-1991),Portret van Hugo baron Huyssen van Kattendijke (1915-1991),drawing (visual work),undetermined,black chalk,paper,man's portrait|caricature|full-length portrait|head to the left side (profile)|body facing left|standing (position)|profile|hand in pocket|smoking (activity)|short hair (men's hairstyle)|jacket with waistcoat|bow tie|trousers|cigarette,,Anoniem,1984,digital image,True,341,499,0.17,D:\thesis\images\10348671.jpg,1,4
263628,10348673,206324,,,huidig,ca. 1934-1935,1933,1935,Portrait of Hugo baron Huyssen van Kattendijke (1915-1991),Portret van Hugo baron Huyssen van Kattendijke (1915-1991),painting,undetermined,oil paint,unknown,man's portrait|young man|military personnel|bust-length portrait|head to the left|body facing left|facing front|short hair (men's hairstyle)|uniform,,Anoniem,1984,digital image,True,3461,4167,14.422,D:\thesis\images\10348673.jpg,1,4
263636,10657010,200361,,,huidig,ca. 1717,1717,1717,Portrait of Maria Sibylla Merian (1647-1717),Portret van Maria Sibylla Merian (1647-1717),reproductive print,undetermined,copper engraving (printing process)|coloring (process),paper,woman's portrait|artists' portrait|old woman|half-length|head to the left|body facing left|facing front|hand gesture|drawing (depicted)|flowerpot|butterfly|curtain/drapery background|globe|pot plant|book|relief|coats of arms and coat of arms elements,opschrift,"Houbraken, Jacob",39952,digital image,True,1024,1289,1.32,D:\thesis\images\10657010.jpg,1,3
263645,10657012,117679,,,huidig,1899,1899,1899,Portrait of Rob Graafland (1875-1940),Portret van Rob Graafland (1875-1940),bust (sculpture),undetermined,moulding plaster,,man's portrait|artists' portrait|bust-length portrait|bow tie|coat,,"Laar, Frans Karel van de",90960,color reproduction,True,288,501,0.144,D:\thesis\images\10657012.jpg,1,2
263647,10348675,105706,,,huidig,ca. 1860-1866,1860,1866,Portrait of Willem Johan Cornelis ridder Huyssen van Kattendijke (1816-1866),Portret van Willem Johan Cornelis ridder Huyssen van Kattendijke (1816-1866),painting,undetermined,oil paint,unknown,man's portrait|bust-length portrait|head to the left|body facing left|facing front|short hair (men's hairstyle)|whisker (facial hairstyle)|moustache|jacket with waistcoat|bow tie,,Anoniem,1984,digital image,True,3358,3876,13.016,D:\thesis\images\10348675.jpg,1,4
263668,10348679,101699,,,huidig,januari 1824 gedateerd,1824-01,1824-01,Portrait of Otteline Frederica Louise gravin Bentinck (1793-1868),Portret van Otteline Frederica Louise gravin Bentinck (1793-1868),portrait miniature,undetermined,gouache (paint),ivory,woman's portrait|bust-length portrait|head to the right|body facing right|facing front|hair put up|empire gown|muffler|pendant earring,,Pasquier (II),372499,digital image,True,3247,3223,10.465,D:\thesis\images\10348679.jpg,1,3
263801,10348693,111359,mogelijk,,huidig,ca. 1755-1770,1755,1770,"Portrait of a woman, possibly Frederika Louise van der Does van Noordwijk (1730-1811)","Portret van een vrouw, mogelijk Frederika Louise van der Does van Noordwijk (1730-1811)",portrait miniature,undetermined,gouache (paint),ivory,woman's portrait|bust-length portrait|head to the right|body facing right|facing front|powdered hair|curled hair|low neckline|clothing bow|bow (in the hair)|dog collar (necklace)|dress (garment),,Anoniem,1984,digital image,True,4856,2912,14.141,D:\thesis\images\10348693.jpg,1,2
263939,10348701,206323,,,huidig,ca.1905-1915,1905,1915,Portrait of Henri Matthieu Htaunay (1899-?),Portret van Henri Matthieu Htaunay (1899-?),drawing (visual work),undetermined,chalk (writing equipment),paper,boy's portrait|bust-length portrait|head to the right side (profile)|body sideways to the right (profile)|profile|short hair (men's hairstyle)|hat|shirt (main garment)|suit coat|necktie,,Anoniem,1984,digital image,True,403,500,0.202,D:\thesis\images\10348701.jpg,1,2
264024,10657348,106181,,,huidig,,1794,1822,Portrait of Jan Konijnenburg (1757-1831),Portret van Jan Konijnenburg (1757-1831),print,undetermined,etching (printing process),paper,man's portrait|bust-length portrait,opschrift,"Caspari, Jan Willem",302401,digital image,True,314,501,0.157,D:\thesis\images\10657348.jpg,1,2
264079,10657402,133364,,,huidig,ca. 1574,1570,1580,Martin Luther on his deathbed,Maarten Luther op zijn sterfbed,painting,undetermined,oil paint,panel (wood),deathbed portrait|man's portrait|theologian|head to the left|eyes closed,,"Cranach, Lucas (II)",18979,digital image,True,397,500,0.199,D:\thesis\images\10657402.jpg,1,21
264216,9122741,136858,,,huidig,1814 gedateerd,1814,1814,Portrait of Sara Jacoba van de Velde (1745-1823),Portret van  Sara Jacoba van de Velde (1745-1823),painting,undetermined,oil paint,canvas,woman's portrait|knee-length portrait|head to the left|body facing right|standing (position)|facing front|hand on side|hair put up|low neckline|ceintuur (women's belt)|veil (headcloth)|column (architectural element)|pulled-aside curtain/drapery|dress (garment),,"Kaldenbach, Johan Antoni",43278,color photograph,True,418,500,0.209,D:\thesis\images\9122741.jpg,1,3
264234,10657569,133364,,,huidig,1532 gedateerd,1532,1532,Martin Luther,Maarten Luther,painting,undetermined,oil paint,panel (wood),man's portrait|half-length|head to the right|body facing right|bonnet (Scottish cap)|theologian,,"Cranach, Lucas (II)",18979,digital image,True,394,500,0.197,D:\thesis\images\10657569.jpg,1,21
264328,10657692,111054,,,huidig,1642 of later,1642,1649,Portrait of Frederick V Elector Palatine (1596-1632),Portret van Frederik V van de Palts (1596-1632),painting,portrait,oil paint,panel (wood),man's portrait|monarch|half-length|head to the right|body facing right|facing front|dark hair|long hair (men's hairstyle)|Lovelock|moustache|goatee|flat collar with tassels|armor|Order of the Garter|in an oval,,"Honthorst, Gerard van",39445,black and white photograph,False,398,501,0.199,D:\thesis\images\10657692.jpg,1,29
264334,10657694,100200,,,huidig,1642 of later,1642,1649,Portrait of Elizabeth Stuart (1596-1662),Portret van Elizabeth Stuart (1596-1662),painting,portrait,oil paint,panel (wood),woman's portrait|princess|half-length|head to the left|body facing left|facing front|dark hair|ringlet|chignon (hairstyle)|pendant earring|pearl necklace|jewelry|low neckline|in an oval|dress (garment),,"Honthorst, Gerard van",39445,black and white photograph,False,381,500,0.191,D:\thesis\images\10657694.jpg,1,43
264339,10657697,111067,,,huidig,1646 gedateerd,1646,1646,Portrait of Sophia Princess Palatine (1630-1714),Portret van Sophia van de Palts (1630-1714),painting,undetermined,oil paint,panel (wood),woman's portrait|young woman|princess|half-length|head to the left|body facing left|facing front|ringlet|aigrette|pearl necklace|jewelry|low neckline|split sleeve|in an oval|dress (garment),,"Honthorst, Gerard van",39445,black-and-white reproduction,False,393,500,0.197,D:\thesis\images\10657697.jpg,1,9
264355,9122731,136954,,,huidig,na ca. 1860,1860,1899,Portrait of Maurits Jacob van Löben Sels (1795-1863),Portret van Maurits Jacob van Löben Sels (1795-1863),painting,undetermined,oil paint,canvas,man's portrait|knee-length portrait|head frontal|body facing right|sitting|facing front|balding|jacket with waistcoat|knotted cravat|finger ring|walking stick|table|book,,Anoniem,1984,black and white photograph,False,365,500,0.182,D:\thesis\images\9122731.jpg,1,2
264398,10657743,107459,,,huidig,1831 gedateerd,1831,1831,Portrait of King Willem I (1772-1843),Portret van koning Willem I (1772-1843),painting,undetermined,oil paint,canvas,man's portrait|king|bust-length portrait|head to the right|body frontal|looking away|whisker (facial hairstyle)|uniform|ermine (fur)|knightly insignia|sash (costume accessory),,"Van Belle, Pierre-François",309396,digital image,True,400,500,0.2,D:\thesis\images\10657743.jpg,1,131
264419,10657766,138703,,,huidig,1495 gedateerd,1495,1495,Self portrait of Quinten Massijs (1466-1530),Zelfportret van Quinten Massijs (1466-1530),medal (coin type),undetermined,,,man's portrait|self-portrait|bust-length portrait|head to the right side (profile)|body facing right|medium-length hair (men's hairstyle)|mutch|fur collar,opschrift,"Massijs, Quinten (I)",53166,color reproduction,True,416,500,0.208,D:\thesis\images\10657766.jpg,1,4
264430,10205683,110126,,,huidig,1980 gedateerd,1980,1980,Portrait of Menno ter Braak (1902-1940),Portret van Menno ter Braak (1902-1940),painting,undetermined,oil paint,unknown,man's portrait|bust-length portrait|head frontal|body facing right|facing front|short hair (men's hairstyle)|shirt (main garment)|necktie|suit coat|spectacles,,"Smeenk, Christiaan",298019,color photograph,True,438,500,0.219,D:\thesis\images\10205683.jpg,1,3
264440,10205686,132526,,,huidig,1879 gedateerd,1879,1879,Portrait of Maurits van Vollenhoven (1860-1885),Portret van Maurits van Vollenhoven (1860-1885),cabinet photograph,undetermined,albumen process,paper on cardboard,man's portrait|full-length portrait|head to the left|body facing left|standing (position)|looking away|hat in hand|studio as background (photography),achterschrift,"Le Lieure, Henri",394080,digital color photograph,True,2603,3991,10.389,D:\thesis\images\10205686.jpg,1,2
264450,10292243,206363,waarschijnlijk,,huidig,ca. 1650-1670,1650,1670,"Portrait of a man, probably Willem Sluiter (1627-1673)","Portret van een man, waarschijnlijk Willem Sluiter (1627-1673)",painting,portrait,oil paint,canvas,man's portrait|half-length|head to the left|body facing left|facing front|hand in front of chest|medium-length hair (men's hairstyle)|moustache|jerkin (jacket)|flat collar with tassels,,"Anraedt, Pieter van",1989,reproduction (derivative object),False,1054,1712,1.804,D:\thesis\images\10292243.jpg,1,2
264461,10292244,206363,waarschijnlijk,,huidig,ca. 1850,1850,1850,"Portrait of a man, probably Willem Sluiter (1627-1673)","Portret van een man, waarschijnlijk Willem Sluiter (1627-1673)",painting,undetermined,oil paint,canvas,man's portrait|half-length|head to the left|body facing left|facing front|hand in front of chest|medium-length hair (men's hairstyle)|moustache|jerkin (jacket)|flat collar with tassels|in an arch shape,,"Tormijn, G.J.",472890,color photograph,True,500,480,0.24,D:\thesis\images\10292244.jpg,1,2
264475,10657812,118155,,,huidig,1609 gedateerd,1609,1609,"Portrait of Christian, Prince of Brunswick, later the Duke of Brunswick and Lüneburg (1599-1626)",Portret van Christian von Braunschwig-Wolfenbüttel (1599-1626),painting,undetermined,oil paint,canvas,boy's portrait|ceremonial portrait|prince|full-length portrait|facing front|head to the right|body facing right|curtain/drapery background|trunk-hose|checkered stone floor|hat|table,,"Doort, Jacob van",23812,digital image,True,278,500,0.139,D:\thesis\images\10657812.jpg,1,6
264492,10292241,132523,,,huidig,1883-1884,1883,1884,Portrait of Anna van Vollenhoven (1862-1924),Portret van Anna van Vollenhoven (1862-1924),cabinet photograph,undetermined,albumen process,paper on cardboard,woman's portrait|full-length portrait|head to the left|body facing left|standing (position)|looking away|vase|studio as background (photography),achterschrift,"Küpper, Wilhelm",418243,digital color photograph,True,2604,4041,10.523,D:\thesis\images\10292241.jpg,1,17
264503,10205690,132523,,,huidig,1895-1905,1895,1905,Portrait of Anna van Vollenhoven (1862-1924),Portret van Anna van Vollenhoven (1862-1924),photograph,undetermined,daylight collodion silver print (POP),paper,woman's portrait|full-length portrait|head to the right|body facing left|standing (position)|looking away|hat in hand|stairs|house/castle in the background,achterschrift,Anoniem,1984,digital color photograph,True,2236,2884,6.449,D:\thesis\images\10205690.jpg,1,17
264516,10205694,114048,,,huidig,ca. 1890-1892,1890,1892,Portrait of Maurits Willem Raedinck van Vollenhoven (1882-1976),Portret van Maurits Willem Raedinck van Vollenhoven (1882-1976),cabinet photograph,undetermined,daylight collodion silver print (POP),paper on cardboard,boy's portrait|full-length portrait|head to the left|body facing left|sitting|looking away|boot (footwear)|rock|studio as background (photography),achterschrift,"Winsen, J.J.A. van",417461,digital color photograph,True,2627,4103,10.779,D:\thesis\images\10205694.jpg,1,6
264547,10292247,111061,,,huidig,1636 gedateerd,1636,1636,"Portrait of Henriette Marie, Princess Palatine (1626-1651)",Portret van Henriette Marie van de Palts (1626-1651),painting,portrait,oil paint,panel (wood),girl's portrait|princess|half-length|head to the left|body facing left|facing front|flower in the hand|rose|flower in the hair|in an oval,,"Honthorst, Gerard van",39445,black and white photograph,False,407,500,0.203,D:\thesis\images\10292247.jpg,1,6
264553,10205702,114048,,,huidig,1912 gedateerd,1912,1912,Portrait of Maurits Willem Raedinck van Vollenhoven (1882-1976),Portret van Maurits Willem Raedinck van Vollenhoven (1882-1976),photograph,undetermined,gelatin silver print (DOP),paper on cardboard,man's portrait|knee-length portrait|head to the left|body facing left|sitting|facing front|uniform|decoration (personal artifact)|glove/gloves in hand|inscription,achterschrift,Calvache,472907,digital color photograph,True,2493,3923,9.78,D:\thesis\images\10205702.jpg,1,6
264652,10657968,121183,,,huidig,ca. 1636,1636,1636,Portrait of Mauritia Eleonora van Portugal (1609-1679),Portret van Mauritia Eleonora van Portugal (1609-1679),painting,undetermined,oil paint,panel (wood),woman's portrait|young woman|half-length|head to the left|body facing left|facing front|fringe|low neckline|pearl necklace|pear-shaped pearl|clothing bow|in an oval|dress (garment),gelijkenis,"Honthorst, Gerard van",39445,black and white photograph,False,394,500,0.197,D:\thesis\images\10657968.jpg,1,4
264661,10657977,138081,,,huidig,1638 gedateerd,1638,1638,Portrait of  Isabella van Hornes (?-1665),Portret van Isabella van Hornes (?-1665),painting,undetermined,oil paint,panel (wood),woman's portrait|half-length|head to the right|body facing right|facing front|fringe|low neckline|pearl necklace|pear-shaped pearl|lace (needlework)|in an oval|dress (garment),achterschrift,"Honthorst, Gerard van",39445,black and white photograph,False,403,500,0.202,D:\thesis\images\10657977.jpg,1,2
264690,9318448,8460,waarschijnlijk,,huidig,januari 1828 gedateerd,1828-01,1828-01,"Portret of a man, probably Karel Dujardin (1626-1678)","Portret van een man, waarschijnlijk Karel Dujardin (1626-1678)",drawing (visual work),undetermined,brush in color,paper,man's portrait|artists' portrait|bust-length portrait|head to the left|body facing left|facing front|long hair (men's hairstyle)|moustache|hat|flat collar with tassels|drapery (clothing accessory),,"Eys, Cornelie Henriette Constance van",472928,digital color photograph,True,2781,3280,9.122,D:\thesis\images\9318448.jpg,1,10
264691,9114646,107933,,,huidig,1843-1856,1843,1856,Portrait of Johannes Palthe (1767-1854),Portret van Johannes Palthe (1767-1854),painting,undetermined,oil paint,canvas,man's portrait|old man|rector (pastor)|knee-length portrait|head to the right|body facing right|sitting|facing front|short hair (men's hairstyle)|tail coat|jabot|interior view|chair|table|book|case furniture,,"Jansen Vredenburg, Jacob",41820,color photograph,True,377,500,0.189,D:\thesis\images\9114646.jpg,1,3
264776,10658083,104385,,,huidig,1519 gedateerd,1519,1519,Portrait of Desiderius Erasmus (1466-1536) (recto: the God Terminus),Portret van Desiderius Erasmus (1466-1536) (recto: de god Terminus),medal (coin type),undetermined,bronze,,"man's portrait|scholar|bust (general, figure)|head to the left side (profile)|body sideways to the left (profile)|bonnet (Scottish cap)|fur collar",opschrift,"Massijs, Quinten (I)",53166,digital image,True,500,500,0.25,D:\thesis\images\10658083.jpg,1,54
264793,10658110,130919,,,huidig,1846 gedateerd,1846,1846,Portrait of Wopke Eekhoff (1809-1880),Portret van Wopke Eekhoff (1809-1880),drawing (visual work),undetermined,black chalk,paper,man's portrait|three-quarter length figure|head to the left|body facing left|sitting|facing front|book in the hand|scarf|bow tie|tail coat|jacket with waistcoat,,"Sebes, Pieter Willem",71709,black-and-white reproduction,False,381,500,0.191,D:\thesis\images\10658110.jpg,1,2
264820,10658134,105172,,,huidig,ca. 1761-1763,1761,1763,Portrait of Gerard Arnout Hasselaer (1698-1766),Portret van Gerard Arnout Hasselaer (1698-1766),drawing (visual work),undetermined,pastel,unknown,man's portrait|bust-length portrait|head to the left|body facing left|looking away|long wig|jabot,,"Perronneau, Jean-Baptiste",62786,black-and-white reproduction,False,396,501,0.198,D:\thesis\images\10658134.jpg,1,4
264853,10790013,207908,,,huidig,ca. 1620,1620,1620,Portrait of  Ernst of Holstein-Schaumburg (1569-1622),Portret van Ernst von Holstein-Schaumburg (1569-1622),painting,undetermined,oil paint,canvas,man's portrait|prince|three-quarter length figure|head to the left|body facing left|standing (position)|looking away|hand on side|flat lace collar|bandolier (shoulder belt)|hat|curtain/drapery background,,"Doort, Jacob van",23812,color reproduction,True,454,500,0.227,D:\thesis\images\10790013.jpg,1,2
264867,10292252,107016,,,huidig,ca.1770-1799,1770,1799,Portrait of Louis Metayer (1728-1799),Portret van Louis Metayer (1728-1799),drawing (visual work),undetermined,pencil (drawing and writing equipment),unknown,"man's portrait|bust (general, figure)|head to the right|looking away|tie-wig",,"Bernard, Jan",7439,black and white photograph,False,361,500,0.18,D:\thesis\images\10292252.jpg,1,3
264869,10292253,107016,,,huidig,ca. 1779,1779,1779,Portrait of Louis Metayer (1728-1799),Portret van Louis Metayer (1728-1799),drawing (visual work),undetermined,colored chalk,paper,man's portrait|head to the left side (profile)|body sideways to the left (profile)|profile|tie-wig with bow|tail coat,,"Perronneau, Jean-Baptiste",62786,black and white photograph,False,393,500,0.197,D:\thesis\images\10292253.jpg,1,3
264870,10205717,128138,,,huidig,ca. 1903-1905,1903,1905,Portrait of Adelheid Anna Beatrix van der Poorten Schwartz (1888-1944),Portret van Adelheid Anna Beatrix van der Poorten Schwartz (1888-1944),cabinet photograph,undetermined,daylight collodion silver print (POP)|vignetting,paper on cardboard,girl's portrait|bust-length portrait|head to the right|body facing left|looking away,achterschrift,"Bosch, van",417555,digital color photograph,True,2650,4048,10.727,D:\thesis\images\10205717.jpg,1,7
264877,10205721,128138,,,huidig,29 augustus 1890 gedateerd,1890-08-29,1890-08-29,Portrait of Adelheid Anna Beatrix van der Poorten Schwartz (1888-1944),Portret van Adelheid Anna Beatrix van der Poorten Schwartz (1888-1944),cabinet photograph,undetermined,albumen process,paper on cardboard,girl's portrait|full-length portrait|head frontal|body facing left|standing (position)|facing front|recreational doll|chair|interior view,achterschrift,Brainich &amp; Leusink,417402,digital color photograph,True,2621,4110,10.772,D:\thesis\images\10205721.jpg,1,7
264878,10205723,128138,,,huidig,29 augustus 1890 gedateerd,1890-08-29,1890-08-29,Portrait of Adelheid Anna Beatrix van der Poorten Schwartz (1888-1944),Portret van Adelheid Anna Beatrix van der Poorten Schwartz (1888-1944),cabinet photograph,undetermined,albumen process|reworked (photo),paper on cardboard,girl's portrait|full-length portrait|head frontal|body facing left|sitting|facing front|recreational doll|chair|dog|interior view,achterschrift,Brainich &amp; Leusink,417402,digital color photograph,True,2624,4109,10.782,D:\thesis\images\10205723.jpg,1,7
264891,10205733,128138,,,huidig,ca. 1903,1900,1905,Portrait of Adelheid Anna Beatrix van der Poorten Schwartz (1888-1944),Portret van Adelheid Anna Beatrix van der Poorten Schwartz (1888-1944),cabinet photograph,undetermined,daylight collodion silver print (POP),paper on cardboard,girl's portrait|full-length portrait|head to the right|body facing right|standing (position)|looking away|chair|house plant|table|studio as background (photography),achterschrift,"Ingelse, Corine",417510,digital color photograph,True,2585,3975,10.275,D:\thesis\images\10205733.jpg,1,7
264909,10349096,206378,,,huidig,,1581,1641,Portrait of Anna Codde (1504-?),Portret van Anna Codde (1504-?),painting,undetermined,oil paint,canvas,woman's portrait|young woman|bust-length portrait|head to the right|body facing right|looking away|cap with hanging tails,vererving,"Mierevelt, Michiel van",56017,digital image,True,1505,1700,2.558,D:\thesis\images\10349096.jpg,1,3
264911,10658230,140000,mogelijk,,huidig,ca. 1568-1626,1568,1626,Portrait of a painter in front of his landscape painting,Portret van een musicerende schilder gezeten voor zijn landschapschilderij,painting,undetermined,oil paint,canvas,man's portrait|self-portrait|painter|knee-length portrait|head to the left|body facing left|sitting|facing front|top hat|lute|landscape painting (depicted)|palette (painting equipment)|artists' brush|easel,,"Bril, Paul",12590,black-and-white reproduction,False,500,466,0.233,D:\thesis\images\10658230.jpg,1,3
264919,10658245,121183,,,huidig,ca. 1636,1636,1636,"Portrait of Mauritia Eleonora van Portugal (1609-1679), ca. 1636","Portret van Mauritia Eleonora van Portugal (1609-1679), ca. 1636",painting,undetermined,oil paint,panel (wood),woman's portrait|young woman|princess|half-length|head to the right|body facing right|facing front|fringe|low neckline|pearl necklace|in an oval|dress (garment),,"Honthorst, Gerard van",39445,black-and-white reproduction,False,1343,1682,2.259,D:\thesis\images\10658245.jpg,1,4
264921,10205741,206390,,,huidig,ca. 1870-1874,1870,1874,Portrait of Engelina Petronella de Mol van Otterloo (1824-1888),Portret van Engelina Petronella de Mol van Otterloo (1824-1888),carte-de-visite,undetermined,albumen process|vignetting,paper on cardboard,woman's portrait|bust-length portrait|head to the left|body facing left|facing front,achterschrift,"Greiner, Albert",234248,digital color photograph,True,1550,2540,3.937,D:\thesis\images\10205741.jpg,1,2
264922,10205743,206390,,,huidig,ca. 1870-1874,1870,1874,Portrait of Engelina Petronella de Mol van Otterloo (1824-1888),Portret van Engelina Petronella de Mol van Otterloo (1824-1888),carte-de-visite,undetermined,albumen process,paper on cardboard,woman's portrait|knee-length portrait|head to the left|body facing left|sitting|facing front|table,achterschrift,"Greiner, Albert",234248,digital color photograph,True,1573,2125,3.343,D:\thesis\images\10205743.jpg,1,2
